gen,pop,iq,iq_b,truth,error
24695,400,109.2,91.4,9510,0.368
24696,400,109.2,91.4,9510,0.369
24697,402,109.2,91.4,9602,0.368
24698,400,109.2,91.4,9556,0.367
24699,398,109.2,91.4,9515,0.368
24700,395,109.1,91.4,9428,0.368
24701,393,109.1,91.4,9376,0.368
24702,391,109.2,91.4,9348,0.366
24703,390,109.1,91.4,9321,0.366
24704,387,109.0,91.4,9264,0.367
24705,388,109.0,91.4,9323,0.369
24706,387,109.0,91.4,9353,0.369
24707,388,108.9,91.4,9385,0.369
24708,387,109.0,91.4,9350,0.370
24709,390,108.9,91.4,9391,0.370
24710,390,108.8,91.4,9341,0.369
24711,390,108.8,91.4,9335,0.368
24712,389,108.9,91.4,9412,0.367
24713,391,108.8,91.4,9429,0.368
24714,393,108.6,91.4,9453,0.369
24715,394,108.5,91.4,9460,0.368
24716,395,108.6,91.4,9485,0.368
24717,393,108.7,91.4,9445,0.367
24718,393,108.6,91.4,9520,0.367
24719,394,108.6,91.4,9443,0.368
24720,397,108.8,91.4,9478,0.369
24721,396,108.9,91.4,9404,0.369
24722,398,108.8,91.4,9453,0.368
24723,397,108.8,91.4,9436,0.368
24724,397,108.7,91.4,9499,0.368
24725,397,108.9,91.4,9385,0.370
24726,397,108.9,91.4,9395,0.370
24727,397,109.0,91.4,9391,0.370
24728,396,109.0,91.4,9393,0.371
24729,392,109.1,91.4,9295,0.371
24730,389,109.0,91.4,9192,0.371
24731,387,109.0,91.4,9112,0.371
24732,388,109.1,91.4,9039,0.372
24733,388,109.0,91.4,9042,0.372
24734,392,109.0,91.4,9085,0.374
24735,392,109.0,91.4,9078,0.373
24736,392,108.8,91.4,9056,0.374
24737,393,108.7,91.4,8997,0.374
24738,392,108.7,91.4,9037,0.375
24739,394,108.7,91.4,9036,0.377
24740,394,108.7,91.4,9064,0.376
24741,398,108.7,91.4,9099,0.376
24742,397,108.7,91.4,9053,0.377
24743,400,108.7,91.4,9053,0.377
24744,400,108.9,91.4,9036,0.377
24745,401,109.0,91.4,9006,0.379
24746,400,109.0,91.4,9001,0.380
24747,402,109.0,91.4,9042,0.380
24748,404,109.1,91.4,8989,0.380
24749,405,109.2,91.4,9064,0.379
24750,405,109.2,91.4,9106,0.378
24751,404,109.3,91.4,9112,0.378
24752,403,109.3,91.4,9073,0.378
24753,403,109.3,91.4,9054,0.379
24754,403,109.3,91.4,9075,0.378
24755,402,109.3,91.4,9029,0.380
24756,404,109.3,91.4,9113,0.377
24757,404,109.2,91.4,9074,0.377
24758,403,109.1,91.4,9110,0.376
24759,401,109.0,91.4,9005,0.376
24760,399,109.0,91.4,9026,0.376
24761,397,109.1,91.4,9035,0.377
24762,397,109.1,91.4,9142,0.377
24763,394,109.2,91.4,9137,0.376
24764,395,109.1,91.4,9084,0.376
24765,393,109.2,91.4,9124,0.376
24766,392,109.2,91.4,9095,0.378
24767,389,109.1,91.4,8988,0.379
24768,387,109.0,91.4,8926,0.379
24769,388,109.0,91.4,8859,0.381
24770,388,108.8,91.4,8784,0.382
24771,385,108.8,91.4,8845,0.381
24772,385,108.9,91.4,8832,0.381
24773,385,108.9,91.4,8801,0.381
24774,386,108.8,91.4,8870,0.384
24775,387,108.8,91.4,8920,0.385
24776,390,108.8,91.4,8910,0.385
24777,389,108.7,91.4,8935,0.386
24778,388,108.7,91.4,8933,0.386
24779,386,108.6,91.4,8872,0.388
24780,385,108.6,91.4,8906,0.389
24781,386,108.6,91.4,8853,0.390
24782,386,108.6,91.4,8822,0.390
24783,387,108.7,91.4,8848,0.391
24784,388,108.8,91.4,8895,0.391
24785,393,108.9,91.4,8833,0.392
24786,392,108.8,91.4,8819,0.392
24787,391,108.8,91.4,8878,0.393
24788,392,108.8,91.4,8882,0.393
24789,389,108.8,91.4,8902,0.393
24790,389,108.9,91.4,8850,0.394
24791,388,108.9,91.4,8815,0.395
24792,385,109.0,91.4,8717,0.395
24793,384,109.0,91.4,8714,0.396
24794,386,108.8,91.4,8730,0.397
24795,386,108.8,91.4,8738,0.396
24796,387,108.7,91.4,8722,0.396
24797,389,108.7,91.4,8735,0.396
24798,390,108.6,91.4,8829,0.395
24799,391,108.5,91.4,8818,0.397
24800,393,108.4,91.4,8878,0.396
24801,394,108.4,91.4,8840,0.395
24802,392,108.3,91.4,8843,0.393
24803,394,108.3,91.4,8807,0.393
24804,394,108.3,91.4,8804,0.393
24805,395,108.4,91.4,8884,0.393
24806,396,108.4,91.4,8907,0.393
24807,394,108.4,91.4,8935,0.394
24808,392,108.6,91.4,8803,0.395
24809,393,108.7,91.4,8772,0.395
24810,391,108.8,91.4,8824,0.393
24811,393,108.8,91.4,8836,0.393
24812,394,108.8,91.4,8798,0.393
24813,392,108.8,91.4,8772,0.394
24814,394,108.7,91.4,8897,0.394
24815,398,108.7,91.4,8974,0.394
24816,397,108.8,91.4,8966,0.395
24817,396,108.7,91.4,8980,0.394
24818,401,108.9,91.4,9012,0.394
24819,400,108.8,91.4,9036,0.394
24820,400,108.8,91.4,9012,0.394
24821,401,108.7,91.4,9079,0.395
24822,400,108.7,91.4,9051,0.395
24823,399,108.7,91.4,9118,0.393
24824,398,108.8,91.4,9089,0.394
24825,397,108.9,91.4,9064,0.395
24826,398,108.9,91.4,9066,0.394
24827,396,108.9,91.4,9082,0.395
24828,397,108.9,91.4,9203,0.394
24829,397,109.0,91.4,9203,0.395
24830,397,108.9,91.4,9212,0.395
24831,397,109.0,91.4,9254,0.395
24832,397,109.1,91.4,9262,0.395
24833,397,109.1,91.4,9320,0.395
24834,394,109.1,91.4,9249,0.396
24835,392,109.1,91.4,9230,0.395
24836,393,109.2,91.4,9251,0.395
24837,395,109.3,91.4,9248,0.395
24838,396,109.5,91.4,9280,0.395
24839,393,109.5,91.4,9188,0.396
24840,391,109.4,91.4,9082,0.397
24841,391,109.4,91.4,9139,0.396
24842,392,109.3,91.4,9141,0.395
24843,395,109.3,91.4,9156,0.395
24844,394,109.3,91.4,9185,0.395
24845,395,109.3,91.4,9254,0.394
24846,394,109.3,91.4,9213,0.395
24847,393,109.4,91.4,9290,0.393
24848,394,109.2,91.4,9329,0.392
24849,393,109.2,91.4,9286,0.392
24850,391,109.3,91.4,9244,0.393
24851,392,109.3,91.4,9232,0.393
24852,397,109.5,91.4,9227,0.393
24853,395,109.6,91.4,9195,0.392
24854,393,109.6,91.4,9190,0.392
24855,394,109.7,91.4,9188,0.392
24856,393,109.7,91.4,9224,0.390
24857,389,109.8,91.4,9233,0.390
24858,386,109.8,91.4,9162,0.390
24859,383,109.8,91.4,9169,0.389
24860,380,109.9,91.4,9102,0.390
24861,380,109.9,91.4,9030,0.390
24862,382,110.0,91.4,9052,0.390
24863,381,110.1,91.4,9106,0.387
24864,382,110.2,91.4,9102,0.388
24865,381,110.1,91.4,9087,0.388
24866,385,110.0,91.4,9063,0.388
24867,388,109.9,91.4,9065,0.387
24868,384,109.9,91.4,8918,0.388
24869,382,109.9,91.4,8946,0.388
24870,383,109.9,91.4,9018,0.389
24871,383,109.9,91.4,8988,0.389
24872,381,109.9,91.4,8967,0.389
24873,379,109.9,91.4,8948,0.389
24874,380,110.0,91.4,9071,0.388
24875,380,110.0,91.4,9056,0.388
24876,379,109.9,91.4,8991,0.388
24877,379,109.9,91.4,8939,0.388
24878,380,109.9,91.4,8988,0.388
24879,380,110.0,91.4,8960,0.387
24880,384,110.0,91.4,8922,0.388
24881,386,110.1,91.4,8920,0.388
24882,387,110.0,91.4,8902,0.389
24883,388,110.2,91.4,8895,0.387
24884,387,110.2,91.4,8847,0.389
24885,384,110.4,91.4,8727,0.389
24886,382,110.2,91.4,8670,0.390
24887,383,110.2,91.4,8679,0.390
24888,380,110.1,91.4,8618,0.391
24889,379,110.2,91.4,8737,0.389
24890,379,110.0,91.4,8628,0.390
24891,379,110.1,91.4,8651,0.389
24892,379,110.0,91.4,8637,0.388
24893,378,110.0,91.4,8613,0.390
24894,380,110.1,91.4,8604,0.390
24895,378,110.0,91.4,8678,0.388
24896,379,110.0,91.4,8709,0.387
24897,381,110.2,91.4,8693,0.387
24898,380,110.2,91.4,8729,0.386
24899,380,110.1,91.4,8799,0.386
24900,380,110.1,91.4,8827,0.387
24901,380,110.1,91.4,8920,0.386
24902,382,110.1,91.4,8942,0.386
24903,381,110.1,91.4,8954,0.387
24904,381,110.1,91.4,9019,0.387
24905,381,110.1,91.4,9014,0.388
24906,382,110.0,91.4,9078,0.387
24907,383,110.0,91.4,9107,0.387
24908,383,109.9,91.4,9110,0.387
24909,382,109.9,91.4,9084,0.388
24910,379,110.0,91.4,9062,0.387
24911,376,110.0,91.4,8995,0.387
24912,378,110.1,91.4,8986,0.387
24913,377,110.2,91.4,8989,0.388
24914,376,110.2,91.4,8899,0.389
24915,379,110.3,91.4,8859,0.387
24916,379,110.4,91.5,8858,0.385
24917,380,110.3,91.5,8813,0.386
24918,379,110.2,91.5,8781,0.386
24919,378,110.2,91.5,8772,0.386
24920,374,110.2,91.5,8684,0.386
24921,374,110.4,91.5,8710,0.384
24922,372,110.3,91.5,8627,0.385
24923,374,110.2,91.5,8582,0.386
24924,373,110.3,91.5,8596,0.385
24925,371,110.2,91.5,8531,0.385
24926,372,110.1,91.5,8489,0.385
24927,370,109.9,91.5,8458,0.385
24928,372,109.9,91.5,8460,0.385
24929,373,109.9,91.5,8552,0.384
24930,375,109.9,91.5,8560,0.385
24931,376,110.2,91.5,8585,0.384
24932,375,110.2,91.5,8570,0.383
24933,374,110.3,91.5,8594,0.382
24934,374,110.2,91.5,8724,0.382
24935,373,110.2,91.5,8664,0.383
24936,370,110.2,91.5,8592,0.383
24937,370,110.3,91.5,8555,0.384
24938,371,110.3,91.5,8578,0.384
24939,371,110.2,91.5,8505,0.384
24940,373,110.3,91.5,8528,0.385
24941,375,110.3,91.5,8444,0.385
24942,375,110.3,91.5,8425,0.385
24943,373,110.3,91.5,8482,0.383
24944,372,110.3,91.5,8438,0.385
24945,372,110.3,91.5,8402,0.385
24946,372,110.3,91.5,8329,0.385
24947,372,110.2,91.5,8362,0.384
24948,373,110.1,91.5,8397,0.384
24949,372,109.8,91.5,8315,0.385
24950,372,109.8,91.5,8375,0.386
24951,375,109.8,91.5,8334,0.386
24952,377,109.9,91.5,8365,0.386
24953,377,110.0,91.5,8320,0.387
24954,378,110.0,91.5,8350,0.387
24955,377,110.0,91.5,8384,0.387
24956,377,110.1,91.5,8365,0.388
24957,375,110.0,91.5,8343,0.388
24958,377,110.0,91.5,8369,0.388
24959,378,110.0,91.5,8351,0.389
24960,378,109.9,91.5,8467,0.387
24961,380,109.9,91.5,8486,0.387
24962,380,110.0,91.5,8531,0.387
24963,382,110.0,91.5,8564,0.387
24964,383,110.3,91.5,8502,0.386
24965,383,110.4,91.5,8528,0.385
24966,388,110.5,91.5,8465,0.384
24967,390,110.5,91.5,8588,0.384
24968,390,110.5,91.5,8660,0.386
24969,388,110.4,91.5,8614,0.386
24970,389,110.7,91.5,8576,0.386
24971,390,110.7,91.5,8636,0.384
24972,390,110.8,91.5,8658,0.386
24973,388,110.7,91.5,8640,0.387
24974,386,110.8,91.5,8640,0.386
24975,385,110.8,91.5,8583,0.388
24976,382,110.8,91.5,8570,0.388
24977,382,111.1,91.5,8495,0.387
24978,382,111.0,91.5,8544,0.387
24979,386,110.9,91.5,8541,0.387
24980,387,111.0,91.5,8516,0.387
24981,388,111.0,91.5,8451,0.388
24982,387,110.9,91.5,8387,0.390
24983,386,110.9,91.5,8407,0.390
24984,386,110.8,91.5,8462,0.388
24985,382,110.7,91.5,8343,0.389
24986,383,110.7,91.5,8378,0.389
24987,384,110.6,91.5,8360,0.392
24988,383,110.7,91.5,8402,0.392
24989,385,110.7,91.5,8434,0.392
24990,385,110.6,91.5,8427,0.393
24991,385,110.6,91.5,8573,0.393
24992,385,110.4,91.5,8693,0.392
24993,384,110.3,91.5,8655,0.392
24994,384,110.4,91.5,8648,0.391
24995,384,110.5,91.5,8715,0.391
24996,384,110.6,91.5,8687,0.390
24997,382,110.6,91.5,8697,0.392
24998,383,110.6,91.5,8725,0.392
24999,385,110.7,91.5,8753,0.390
25000,382,110.7,91.5,8699,0.389
25001,380,110.8,91.5,8627,0.390
25002,381,110.8,91.5,8691,0.389
25003,381,110.8,91.5,8713,0.388
25004,381,110.8,91.5,8683,0.387
25005,379,110.7,91.5,8629,0.388
25006,379,110.8,91.5,8643,0.387
25007,379,110.7,91.5,8786,0.387
25008,378,110.6,91.5,8826,0.386
25009,378,110.7,91.5,8797,0.385
25010,380,110.6,91.5,8827,0.384
25011,379,110.7,91.5,8792,0.384
25012,376,110.7,91.5,8788,0.384
25013,378,110.7,91.5,8795,0.384
25014,379,110.7,91.5,8759,0.383
25015,380,110.9,91.5,8807,0.382
25016,378,110.7,91.5,8773,0.382
25017,377,110.7,91.5,8876,0.380
25018,374,110.6,91.5,8802,0.381
25019,376,110.7,91.5,8760,0.381
25020,375,110.7,91.5,8809,0.381
25021,376,110.7,91.5,8785,0.381
25022,378,110.5,91.5,8803,0.382
25023,380,110.6,91.5,8778,0.381
25024,381,110.6,91.5,8733,0.382
25025,381,110.7,91.5,8760,0.382
25026,382,110.7,91.5,8744,0.382
25027,384,110.7,91.5,8771,0.382
25028,382,110.9,91.5,8765,0.381
25029,383,110.8,91.5,8840,0.380
25030,385,110.9,91.5,8910,0.380
25031,386,110.9,91.5,8935,0.381
25032,385,110.8,91.5,8901,0.380
25033,388,110.7,91.5,8936,0.381
25034,388,110.7,91.5,8923,0.380
25035,390,110.8,91.5,8917,0.380
25036,388,110.8,91.5,8933,0.380
25037,387,110.6,91.5,8888,0.379
25038,386,110.7,91.5,8832,0.380
25039,385,110.7,91.5,8893,0.381
25040,385,110.7,91.5,8901,0.380
25041,385,110.8,91.5,8974,0.378
25042,384,110.7,91.5,8964,0.379
25043,382,110.7,91.5,9000,0.380
25044,382,110.7,91.5,9014,0.377
25045,383,110.6,91.5,8940,0.378
25046,383,110.6,91.5,8947,0.378
25047,382,110.5,91.5,8971,0.378
25048,380,110.6,91.5,8939,0.378
25049,380,110.7,91.5,8889,0.378
25050,381,110.7,91.5,8925,0.379
25051,380,110.7,91.5,8849,0.379
25052,380,110.5,91.5,8778,0.379
25053,378,110.5,91.5,8762,0.380
25054,377,110.5,91.5,8708,0.380
25055,381,110.7,91.5,8718,0.381
25056,383,110.8,91.5,8747,0.380
25057,383,110.7,91.5,8833,0.380
25058,385,110.7,91.5,8840,0.380
25059,387,110.6,91.5,8924,0.379
25060,390,110.6,91.5,8959,0.379
25061,389,110.5,91.5,8957,0.379
25062,389,110.5,91.5,8895,0.378
25063,392,110.5,91.5,8920,0.379
25064,389,110.4,91.5,8906,0.378
25065,389,110.4,91.5,8891,0.377
25066,387,110.5,91.5,8837,0.378
25067,382,110.6,91.5,8693,0.380
25068,381,110.6,91.5,8672,0.380
25069,382,110.7,91.5,8658,0.380
25070,380,110.7,91.5,8607,0.380
25071,383,110.6,91.5,8579,0.380
25072,384,110.6,91.5,8661,0.382
25073,386,110.6,91.5,8700,0.381
25074,387,110.6,91.5,8744,0.380
25075,387,110.6,91.5,8755,0.381
25076,386,110.6,91.5,8790,0.380
25077,385,110.6,91.5,8805,0.380
25078,386,110.7,91.5,8857,0.382
25079,386,110.8,91.5,8914,0.382
25080,383,110.8,91.5,8805,0.384
25081,380,110.7,91.5,8755,0.384
25082,381,110.6,91.5,8672,0.385
25083,379,110.5,91.5,8582,0.385
25084,379,110.6,91.5,8561,0.385
25085,380,110.7,91.5,8639,0.385
25086,382,110.6,91.5,8640,0.385
25087,381,110.6,91.5,8612,0.385
25088,381,110.6,91.5,8660,0.386
25089,382,110.6,91.5,8635,0.385
25090,379,110.7,91.5,8595,0.385
25091,384,110.7,91.5,8602,0.385
25092,385,110.8,91.5,8643,0.386
25093,386,110.7,91.5,8712,0.385
25094,387,110.7,91.5,8704,0.385
25095,387,110.6,91.5,8647,0.385
25096,387,110.7,91.5,8606,0.385
25097,385,110.6,91.5,8523,0.386
25098,386,110.5,91.5,8554,0.386
25099,386,110.4,91.5,8531,0.386
25100,387,110.4,91.5,8602,0.386
25101,387,110.3,91.5,8610,0.385
25102,389,110.4,91.5,8625,0.384
25103,392,110.4,91.5,8663,0.384
25104,391,110.5,91.5,8743,0.383
25105,392,110.6,91.5,8756,0.384
25106,395,110.7,91.5,8845,0.383
25107,395,110.7,91.5,8944,0.384
25108,396,110.8,91.5,8917,0.384
25109,396,110.9,91.5,8928,0.383
25110,398,110.9,91.5,9007,0.382
25111,397,110.9,91.5,9130,0.380
25112,396,111.0,91.5,9292,0.381
25113,397,111.0,91.5,9300,0.382
25114,397,110.9,91.5,9321,0.383
25115,395,110.9,91.5,9201,0.383
25116,392,110.8,91.5,9189,0.382
25117,391,110.9,91.5,9156,0.382
25118,389,110.9,91.5,9156,0.381
25119,390,110.9,91.5,9207,0.380
25120,391,111.1,91.5,9227,0.380
25121,391,111.1,91.5,9278,0.380
25122,391,111.1,91.5,9250,0.381
25123,389,111.3,91.5,9187,0.380
25124,389,111.3,91.5,9257,0.379
25125,387,111.3,91.5,9234,0.380
25126,387,111.2,91.5,9252,0.378
25127,386,111.2,91.5,9220,0.378
25128,388,111.3,91.5,9183,0.378
25129,388,111.4,91.5,9124,0.378
25130,387,111.4,91.5,9125,0.377
25131,385,111.2,91.5,9113,0.378
25132,386,111.4,91.5,9036,0.378
25133,387,111.4,91.5,9008,0.378
25134,386,111.4,91.5,8964,0.379
25135,388,111.4,91.5,8935,0.378
25136,389,111.4,91.5,8915,0.378
25137,388,111.5,91.5,8885,0.379
25138,390,111.5,91.5,8885,0.380
25139,387,111.5,91.5,8861,0.379
25140,385,111.6,91.5,8901,0.380
25141,382,111.5,91.5,8790,0.380
25142,381,111.7,91.5,8711,0.380
25143,382,111.7,91.5,8681,0.380
25144,381,111.7,91.5,8632,0.380
25145,382,111.5,91.5,8714,0.379
25146,381,111.5,91.5,8769,0.379
25147,382,111.6,91.5,8809,0.378
25148,381,111.6,91.5,8770,0.378
25149,380,111.7,91.5,8749,0.378
25150,383,111.8,91.5,8826,0.377
25151,383,112.0,91.5,8822,0.377
25152,380,112.1,91.5,8753,0.375
25153,378,112.1,91.5,8733,0.376
25154,379,112.0,91.5,8791,0.375
25155,381,111.8,91.5,8892,0.375
25156,380,111.8,91.5,8944,0.373
25157,381,111.7,91.5,8954,0.374
25158,381,111.6,91.5,9050,0.372
25159,381,111.7,91.5,9088,0.371
25160,380,111.8,91.5,9029,0.372
25161,378,111.8,91.5,8977,0.372
25162,378,111.8,91.5,8993,0.370
25163,380,111.8,91.5,8941,0.371
25164,379,111.8,91.5,8943,0.371
25165,378,111.7,91.5,8981,0.370
25166,375,111.7,91.5,8859,0.371
25167,376,111.7,91.5,8804,0.372
25168,377,111.7,91.5,8774,0.372
25169,378,111.6,91.5,8815,0.370
25170,378,111.5,91.5,8856,0.369
25171,375,111.4,91.5,8795,0.370
25172,375,111.3,91.5,8777,0.369
25173,375,111.2,91.5,8892,0.368
25174,375,111.2,91.5,8893,0.368
25175,379,111.2,91.5,8902,0.368
25176,380,111.2,91.5,8956,0.368
25177,382,111.2,91.5,9032,0.366
25178,382,111.2,91.5,9081,0.367
25179,378,111.1,91.5,8966,0.367
25180,380,111.2,91.5,8902,0.367
25181,379,111.2,91.5,8899,0.367
25182,377,111.2,91.5,9007,0.365
25183,379,111.2,91.5,8951,0.366
25184,381,111.4,91.6,8899,0.366
25185,386,111.4,91.6,8965,0.366
25186,385,111.4,91.6,8919,0.364
25187,389,111.4,91.6,8895,0.364
25188,388,111.3,91.6,8885,0.364
25189,386,111.4,91.6,8920,0.364
25190,385,111.3,91.6,8932,0.361
25191,384,111.2,91.6,8866,0.361
25192,384,111.1,91.6,8882,0.359
25193,385,111.2,91.6,8952,0.359
25194,383,111.2,91.6,8914,0.357
25195,382,111.2,91.6,8874,0.357
25196,383,111.1,91.6,8846,0.358
25197,385,111.0,91.6,8892,0.358
25198,384,111.0,91.6,8813,0.360
25199,383,111.0,91.6,8750,0.360
25200,382,111.0,91.6,8716,0.361
25201,384,110.9,91.6,8790,0.360
25202,386,111.1,91.6,8771,0.360
25203,383,111.1,91.6,8767,0.359
25204,380,111.0,91.6,8715,0.360
25205,379,111.1,91.6,8727,0.359
25206,377,111.1,91.6,8731,0.358
25207,377,111.1,91.6,8697,0.358
25208,378,111.2,91.6,8702,0.358
25209,378,111.2,91.6,8717,0.357
25210,377,111.3,91.6,8731,0.358
25211,378,111.3,91.6,8692,0.358
25212,379,111.4,91.6,8717,0.356
25213,380,111.1,91.6,8680,0.357
25214,379,111.1,91.6,8677,0.357
25215,375,111.0,91.6,8564,0.358
25216,376,110.9,91.6,8757,0.359
25217,375,111.0,91.6,8774,0.359
25218,375,110.9,91.6,8773,0.360
25219,374,110.9,91.6,8766,0.360
25220,372,110.9,91.6,8765,0.361
25221,370,110.8,91.6,8736,0.360
25222,371,110.8,91.6,8766,0.359
25223,367,110.9,91.6,8682,0.359
25224,368,110.9,91.6,8704,0.359
25225,370,110.6,91.6,8710,0.361
25226,370,110.6,91.6,8683,0.361
25227,368,110.4,91.6,8616,0.362
25228,366,110.4,91.6,8595,0.363
25229,365,110.3,91.6,8607,0.362
25230,367,110.2,91.6,8635,0.362
25231,364,110.1,91.6,8617,0.363
25232,364,110.1,91.6,8590,0.364
25233,362,110.2,91.6,8554,0.363
25234,361,110.2,91.6,8603,0.362
25235,360,110.2,91.6,8542,0.363
25236,363,110.1,91.6,8518,0.363
25237,362,110.0,91.6,8512,0.363
25238,367,110.0,91.6,8565,0.364
25239,370,110.1,91.6,8593,0.364
25240,370,110.1,91.6,8654,0.364
25241,370,110.1,91.6,8658,0.364
25242,370,110.2,91.6,8691,0.364
25243,372,110.2,91.6,8671,0.364
25244,375,110.1,91.6,8730,0.364
25245,375,110.1,91.6,8721,0.364
25246,377,110.1,91.6,8677,0.364
25247,381,110.1,91.6,8676,0.365
25248,384,110.1,91.6,8731,0.363
25249,384,110.0,91.6,8810,0.364
25250,386,110.2,91.6,8815,0.363
25251,389,110.3,91.6,8799,0.363
25252,389,110.3,91.6,8792,0.362
25253,390,110.5,91.6,8861,0.362
25254,394,110.5,91.6,8896,0.362
25255,391,110.3,91.6,8865,0.362
25256,389,110.2,91.6,8813,0.364
25257,389,110.2,91.6,8910,0.363
25258,390,110.3,91.6,8871,0.363
25259,393,110.2,91.6,8857,0.363
25260,393,110.4,91.6,8876,0.362
25261,392,110.3,91.6,8884,0.362
25262,393,110.4,91.6,8853,0.362
25263,392,110.4,91.6,8897,0.360
25264,390,110.4,91.6,8887,0.359
25265,390,110.5,91.6,8974,0.358
25266,392,110.3,91.6,9017,0.358
25267,399,110.2,91.6,9026,0.358
25268,399,110.2,91.6,9013,0.358
25269,400,110.1,91.6,9018,0.356
25270,402,110.1,91.6,9100,0.355
25271,401,110.1,91.6,9119,0.355
25272,398,110.1,91.6,9080,0.354
25273,398,110.2,91.6,9026,0.354
25274,399,110.1,91.6,9088,0.353
25275,398,110.1,91.6,9038,0.353
25276,399,110.0,91.6,9098,0.353
25277,400,109.9,91.6,9246,0.352
25278,399,109.7,91.6,9288,0.352
25279,399,109.6,91.6,9278,0.352
25280,401,109.6,91.6,9328,0.352
25281,404,109.6,91.6,9334,0.351
25282,405,109.8,91.6,9310,0.351
25283,409,109.7,91.6,9315,0.350
25284,408,109.6,91.6,9295,0.349
25285,410,109.6,91.6,9320,0.351
25286,407,109.6,91.6,9270,0.352
25287,404,109.6,91.6,9262,0.352
25288,406,109.8,91.6,9246,0.352
25289,406,109.8,91.6,9234,0.352
25290,404,109.7,91.6,9245,0.352
25291,401,109.6,91.6,9144,0.353
25292,399,109.6,91.6,9154,0.354
25293,397,109.6,91.6,9170,0.355
25294,396,109.7,91.6,9138,0.353
25295,393,109.7,91.6,9093,0.353
25296,394,109.7,91.6,9115,0.354
25297,396,109.7,91.6,9147,0.353
25298,396,109.7,91.6,9080,0.354
25299,397,109.7,91.6,9042,0.353
25300,398,109.7,91.6,9057,0.353
25301,400,109.7,91.6,9106,0.352
25302,398,109.8,91.6,9045,0.354
25303,400,109.8,91.6,8943,0.353
25304,399,109.8,91.6,8964,0.353
25305,399,109.8,91.6,8942,0.352
25306,398,109.9,91.6,8910,0.354
25307,400,109.8,91.6,8902,0.353
25308,399,109.8,91.6,8925,0.352
25309,398,109.6,91.6,8890,0.353
25310,398,109.5,91.6,8914,0.352
25311,398,109.5,91.6,9007,0.353
25312,397,109.5,91.6,9049,0.352
25313,399,109.5,91.6,9084,0.353
25314,399,109.6,91.6,9176,0.353
25315,399,109.7,91.6,9173,0.353
25316,399,109.6,91.6,9255,0.352
25317,400,109.8,91.6,9263,0.350
25318,401,109.8,91.6,9288,0.350
25319,400,109.8,91.6,9318,0.350
25320,399,109.8,91.6,9374,0.350
25321,399,109.8,91.6,9358,0.351
25322,398,109.7,91.6,9398,0.351
25323,400,109.7,91.6,9357,0.350
25324,403,109.7,91.6,9405,0.353
25325,405,109.8,91.6,9407,0.353
25326,406,109.7,91.6,9490,0.353
25327,406,109.8,91.6,9620,0.351
25328,404,109.8,91.6,9585,0.351
25329,404,109.7,91.6,9552,0.351
25330,405,109.7,91.6,9549,0.351
25331,404,109.6,91.6,9509,0.351
25332,402,109.6,91.6,9491,0.352
25333,401,109.6,91.6,9524,0.352
25334,399,109.5,91.6,9513,0.352
25335,398,109.7,91.6,9429,0.352
25336,398,109.5,91.6,9363,0.352
25337,397,109.5,91.6,9385,0.352
25338,396,109.4,91.6,9356,0.352
25339,395,109.5,91.6,9292,0.353
25340,396,109.6,91.6,9364,0.353
25341,398,109.6,91.6,9352,0.352
25342,398,109.6,91.6,9325,0.352
25343,399,109.7,91.6,9337,0.353
25344,397,109.6,91.6,9332,0.354
25345,396,109.7,91.6,9283,0.355
25346,397,109.8,91.6,9315,0.354
25347,398,109.8,91.6,9244,0.355
25348,397,109.9,91.6,9232,0.354
25349,396,109.7,91.6,9333,0.355
25350,394,109.7,91.6,9234,0.354
25351,391,109.7,91.6,9171,0.355
25352,391,109.7,91.6,9149,0.356
25353,392,109.7,91.6,9165,0.356
25354,391,109.9,91.6,9133,0.355
25355,390,109.9,91.6,9163,0.354
25356,390,109.9,91.6,9206,0.353
25357,391,110.0,91.6,9193,0.352
25358,390,110.0,91.6,9189,0.352
25359,388,110.0,91.6,9175,0.352
25360,387,110.0,91.6,9172,0.352
25361,388,110.0,91.6,9213,0.352
25362,388,110.0,91.6,9213,0.353
25363,386,110.0,91.6,9237,0.353
25364,386,110.0,91.6,9260,0.354
25365,385,110.0,91.6,9267,0.352
25366,387,110.0,91.6,9324,0.351
25367,384,109.9,91.6,9249,0.351
25368,383,109.8,91.6,9170,0.351
25369,388,109.9,91.6,9211,0.349
25370,390,110.1,91.6,9187,0.348
25371,389,110.2,91.6,9200,0.347
25372,389,110.2,91.6,9278,0.347
25373,389,110.3,91.6,9266,0.347
25374,390,110.3,91.6,9257,0.346
25375,388,110.3,91.6,9223,0.345
25376,388,110.3,91.6,9236,0.346
25377,386,110.2,91.6,9182,0.346
25378,387,110.2,91.6,9202,0.347
25379,390,110.3,91.6,9193,0.347
25380,390,110.3,91.6,9165,0.347
25381,390,110.3,91.6,9105,0.347
25382,389,110.4,91.6,9061,0.348
25383,388,110.2,91.6,9018,0.348
25384,386,110.2,91.6,8926,0.348
25385,383,110.3,91.6,8842,0.347
25386,383,110.4,91.6,8863,0.348
25387,378,110.5,91.6,8799,0.351
25388,377,110.4,91.6,8729,0.351
25389,376,110.4,91.6,8788,0.352
25390,379,110.6,91.6,8777,0.351
25391,380,110.7,91.6,8797,0.351
25392,382,110.8,91.6,8837,0.349
25393,383,110.8,91.6,8955,0.350
